pub,usr,likes,com,fec,hor,sent,tag
20200805,Martha Chavez,0,que bancos están abiertos al público en delegación cuajimalpa,2020-08-07,20:03:00,o,consulta
20200805,Alberto Avina,0,"una mas para el record de banamex: que no me pueden dar respuesta a mi solicitud de aclaración, que porque los agentes del centro de atención no tienen acceso al sistema por la situación de contingencia , y que mejor haga la solicitud en la sucursal. iré? a contagiarme o contagiar a otros si es que ya soy portador del virus? aunque usted no lo crea !!!!!",2020-08-19,14:00:00,n,atencion_call
20200805,David Ramirez,0,"pésimo, pésima forma de atención jamás resuelven nada",2020-08-07,23:13:00,n,mala_atencion
20200805,Litzy Ramos,0,se puede solicitar un aumento en la línea de crédito sin tener que ir a sucursal? ya que no me resuelven en sucursal,2020-08-12,14:31:00,n,carrousel
20200805,Gloria Barreto,0,"buenas noches... abra alguien en citibanamex que ayude a resolver una problema... a mi esposo le llegó su estado de cuenta del crédito personal, ya que terminó el programa al que se se inscribió, programa estamos contigo , y le dicen que si quiere extender el programa o replantear su situación entre a una página y digite el folio que viene en el mismo estado de cuenta y su año de nacimiento, pero resulta que lo digita y le sale que la información no es correcta, siendo que es la información que viene en el mismo estado de cuenta que le llegó.... de verdad quieren ayudar??... alguien que ayude?.. en la situación actual no podemos pagar. espero alguien de citibanamex de una respuesta",2020-08-13,22:38:00,n,fraccionamiento
20200805,Clau Riveroll,2,"banamex que onda con la seguridad de sus clientes? van 2 veces que intentan hacerme cargos compra rechazada por fondos insuficientes. monto $ 13,346. 56 perfil ejecutivo lifevantage 866 460 . 31/07/2020 00:57:17 am. mas informacion 5512262639compra rechazada por fondos insuficientes. monto $ 15,737. 20 perfil ejecutivo asea mexico d. 06/08/2020 11:41:31 pm. mas informacion 5512262639 y los 2 de noche, de vdd que mal están en la seguridad de sus clientes, afortunadamente mi dinero lo pongo en inversión a la vista si no ya me hubieran saqueado la cta",2020-08-07,00:07:00,n,sin_fondos
20200805,Carlos Montes Corona,0,necesito asistencia me están cobrando de mi tarjeta 7000 pesos y no se ni de que es porque todavía no se refleja y no contestan nada carajo aunque sea dígame quien fue quien me cobro 7 mil pesos,2020-08-13,20:22:00,n,cobro_indebido
20200805,Omar Ibn La'Ahad,0,tengo una semana sin poder transferir entre mis cuentas y nadie contesta en bancanet!!!,2020-08-11,16:21:00,n,bloqueo_cuenta
20200805,Jess Moro,0,pésimo servicio telefónico para aclarar cargo no reconocido pésimo atencion sistema nefasto,2020-08-18,13:21:00,n,atencion_call
20200805,Lissy Jimenez,0,les envié inbox respondan porfavor,2020-08-06,16:03:00,o,replica
20200805,Ico,0,en citibanamex de ixtapaluca centro no respetan a los clientes priority,2020-08-09,13:36:00,n,mala_atencion
20200805,Jorge Cerda Gonzalez,0,saben si en sucursal atienden situaciones con la bonificación del hot sale ?,2020-08-07,20:04:00,o,consulta
20200805,Luis Aguilar,0,apuede a ser carta para juan dedios aguilar ontiveros para spp,2020-08-26,16:56:00,o,replica
20200805,Sergio Azuara Flores,0,cuidado porqué te roban,2020-08-06,11:32:00,n,critica
20200805,Tiago Hernan,0,citibanamex su personal de queretaro sucursal tecnologico es muy grosera,2020-08-14,09:35:00,n,mala_atencion
20200805,Lizeth Gonzalez,0,hace un mes me pusieron 1500 y según él el oxxo puedes cobrar y no no pasa la tarjeta ayuda con eso necesito el dinero que está en la tarjeta !!,2020-08-15,14:24:00,n,sin_fondos
20200805,Petra Pepper,0,no saquen cuenta ellos roban... este banco no te soluciona nada,2020-09-02,15:24:00,n,critica
20200805,Marco Huerta Salazar,0,para activar el netkey es necesario ir a sucursal. o se puede por teléfono?? gracias citibanamex,2020-08-08,20:36:00,o,consulta
20200805,Luis Aguilar,0,metine travajando sin servicio de toma de dinero permicieme un vale por30 en caja servicios de gerencia para gasto documento con garantia de retiro para mi att juan de dios aguilar ontiveros cuentamos con su pollo,2020-08-31,20:03:00,o,replica
20200820,Genesis Delpiz,1,cuando van abrir la sucursal de martínez de la torre,2020-08-20,19:23:00,o,consulta
20200820,Genesis Delpiz,0,citibanamex gracias,2020-08-20,19:26:00,p,agradecimiento
20200820,Alejandra Rdz,0,cual es el numero telefónico para marcar a banamex ?,2020-08-21,12:49:00,o,consulta
20200820,Omar Gomez,1,alejandra rdz no pierdas el tiempo no te van a atender,2020-08-21,14:08:00,n,critica
20200820,Alejandra Rdz,0,omar gomez ya me di cuenta,2020-08-21,14:24:00,o,replica
20200820,Armando Rodriguez,1,les cuelgan ?,2020-08-21,15:29:00,o,consulta
20200820,Alejandra Rdz,0,"armando rodriguez no contestan, pura contestadora así se la pasan",2020-08-21,16:39:00,n,critica
20200820,Antonio Goomez Jimenez,0,tengo dos semanas tratando de comunicarme,2020-08-24,14:27:00,n,atencion_call
20200820,Raymundo Peralta Rodriguez,0,no atienden no sirve para nada que pierdas tu tiempo,2020-08-24,20:06:00,n,atencion_call
20200820,Sergio S RG,0,solo sirve para robó extravio,2020-08-26,20:42:00,o,replica
20200820,Ana Serna,0,no te molestes en marcar.... cuelgan en cualquier opción,2020-09-01,17:04:00,n,critica
20200820,Ana Serna,0,citibanamex su ayuda fue revisarlo en sucursal y/o banca en línea. gracias por nada,2020-09-01,18:09:00,n,carrousel
20200820,Caro Hernández,9,excelente servicio vía telefónica me resolvieron de manera muy efectiva,2020-08-20,19:11:00,p,agradecimiento
20200820,Mar Román,3,caro hernández pues debes haber llamado a bancomer,2020-08-22,15:45:00,o,replica
20200820,Roberto Castillo,0,mi targeta cuando me la van a enviar,2020-08-23,22:43:00,n,entrega_tc
20200820,Roberto Castillo,0,ya la cancele estoy esperando la nueva que me la enbien,2020-08-24,09:43:00,o,replica
20200820,Roberto Castillo,0, estoy marque y marque y no me contestan me urje mitargeta,2020-08-25,15:36:00,n,atencion_call
20200820,Roberto Castillo,0, ya esta cancelada pedí una repocicion y no me mandan la nueva,2020-08-25,15:38:00,o,replica
20200820,Roberto Castillo,0, quedaron de enviarme la nueva,2020-08-25,15:39:00,o,replica
20200820,Roberto Castillo,0,no entiendo,2020-08-25,15:57:00,o,replica
20200820,Isha Salazar,0,tengo que asistir a sucursal para activar mi netkey?,2020-08-22,00:13:00,o,consulta
20200820,Gov Felipedejesus,1,por qué hacen todo tan complejo ??? con la pandemia no podrían entender que no queremos ir a ls sucursales por el riesgo que representa ?? no podrían dar el apoyo vía telefónica?,2020-08-24,11:51:00,n,critica
20200820,J Carrasco Zapata,2,"estimados señores he expuesto un posible caso de amenazas y extorsión a nombre de su digna institución... tengo los números por el que cínicamente me contestan y sostienen que se trata de un adeudo con su institución. además buscan finados... toda esta información esta en el chat pero no e han contestado, les pido celeridad ya que en estos tiempos debemos ser rápidos y ecuanimes con respecto a las acciones a tomar. gracias. ",2020-08-21,12:12:00,n,cobro_indebido
20200820,Karla Garibay,0,no atienden por teléfono y tampoco están abriendo los sábados..... pésimo servicio,2020-09-05,09:37:00,n,atencion_call
20200820,Eunice Martinez,1,como puedo recoger la reposición de lo tarjeta ? van 4 días que no alcanzo turno para que me la entreguen !!,2020-08-21,10:11:00,n,entrega_tc
20200820,Sandy Soberanes,0,"hola, donde puedo escribir o acudir para que me hagan devolución de efectivo que me depositaron desde febrero a una tarjeta de crédito que había cancelado y que obviamente ya no tenía ningún adeudo. he acudido a dos sucursales pero ninguna me ha dado solución. ",2020-08-22,09:29:00,n,devolucion
20200820,Lalo Jimenez,0,hay sucursales en qué abran en sábado por la contingencia ??? necesito realizar un retiro,2020-08-22,08:10:00,o,consulta
20200820,Macuahuitl Castillo,1,"pésimo servicio en los cajeros cuando inicio esto de la pandemia, dijeron estar preparados para dar una buena atención al cliente. muy mal. ",2020-08-31,12:59:00,n,mala_atencion
20200820,Macuahuitl Castillo,0,"pues, si pueden tner los cajeros funcionales, ya sea para retiro o depósito, estaría muy bien. ",2020-08-31,19:30:00,o,replica
20200820,Macuahuitl Castillo,4,"citibanamex el problema no es ubicarlos, es que simplemente a donde vayas en el edo de durango. no funcionan, o si funcionan no puedes disponer de efectivo. no puedes realizar pagos o depositos, simplemente no funcionan. y aunque el personal es atento en las sucursales el tiempo de espera es demasiado. para atención al cliente sin exagerar 8:00 am llegar al banco y me atendieron a las 15:00 hrs y fui la ficha 4",2020-08-31,20:13:00,n,fallas_sistema
20200820,Gustavo Gama,0,cuando abrirán sucursal sevilla?,2020-08-24,14:09:00,o,consulta
20200820,Gabriela Galvn,4,pésimo servicio!,2020-08-25,15:15:00,n,mala_atencion
20200820,Gabriela Galvn,2,citibanamex de hecho nunca pueden ayudar. ,2020-08-25,16:28:00,n,critica
20200820,MH Mojave,0,"buenas tardes, me voy a tener que cambiar de banco, por qué últimamente se han presentado muchas fallas, la nómina llega mucho después de la fecha, en los cajeros, retiramos efectivo y no entrega nada... y si los descuenta, y hay que esperar para verificar si lo regresan, lamentable!!!!!",2020-09-04,11:50:00,n,fallas_sistema
20200820,Bertha Orzua,0,cuando volverán a abrir en sábado las sucursales de monterrey,2020-08-26,18:42:00,o,consulta
20200820,Lya Hdez Casillas,0,"el viernes hice un depósito desde cajero en guadalajara y no se realizó mi operación y no me regreso el dinero, ya se levantó el reporte y no más no dan solución",2020-08-26,13:22:00,n,sin_fondos
20200820,Lya Hdez Casillas,0,"citibanamex 9 de octubre, es muchísimo tiempo",2020-08-26,14:35:00,o,replica
20200820,Lya Hdez Casillas,0,citibanamex si se supone que ya hicieron el corte de los cajeros y vieron que si hay un excedente porque no resuelven,2020-08-26,14:46:00,n,fallas_sistema
20200820,Lya Hdez Casillas,0,"citibanamex claro pero hasta el 9 de octubre y mientras tanto a volver a pagar, no inventen",2020-08-26,15:14:00,n,cobro_indebido
20200820,Zulyme Regnault,8,acabo de llamar al call center y la verdad estoy sorprendida de la capacidad de ineptitud lease bien ineptitud de ustedes como banco convenientemente por la contingencia no resuelven ningun tipo de problemas algo tan simple pero tan importante como son los movimientos de una tarjeta de uno de un cliente muy convenientemente no los pueden ver por la contingencia pero si cobran siguen cobrando intereses y siguen estafando a la gente,2020-08-25,09:15:00,n,atencion_call
20200820,Victoria Zavala Orenday,0,"zulyme regnault perdon por meterme pero no pude evitarlo... estoy igual que tu, alguien sabe como hacer el cambio de banco, estoy harta del mal servicio de banamex. ",2020-08-25,14:18:00,n,critica
20200820,Kati KaBoom TC,0,"si, son unos ineptos me pasa algo parecido y aguas amiga xq a mi me bloquearon mi tarjeta por cargos no reconocidos, ahora me están haciendo otros cargos por 145 pesos por reposición de la tarjeta más iva, y no me lo quieren abonar xq ahorita no existe esa opción de abono por comisiones de tarjetas disque hasta qur pase la contingencia a mi se me hace que ahí está la tranza en ellos que a fuerza quieren sacar dinero a cómo de lugar de los clientes",2020-08-25,16:02:00,n,bloqueo_cuenta
20200820,Victoria Zavala Orenday,1,"citibanamex tengo cargos que quiero aclarar y quiero ver mis movimientos en el cajero y el servicio jamás esta disponible, hablo a alas lineas telefonicas y nadie puede atenderme nunca, el banco tiene poco que lo abrieron pero debido al covid tienen ala gente afuera esperando, aqui en baja para estar en mas de 35 grados afuera en el sol, no gracias. se que quiza no representa la gran cantidad de dinero para el banco pero no se me hace justo que algo tan facil como solucionarlo por una llamada y lo hagan tan complicado, la verdad que en vez de agilizar un tramite lo hacen de la manera mas complicada. se que lo del virus arruino muchas cosas pero pues come on, si van a tener cerrado el banco, si van a tener dificil el acceso al banco, porque no tener las lineas telefonicas al 100% de su capacidad?!!!",2020-08-25,16:02:00,n,carrousel
20200820,Pamela Yañez,0,estoy de acuerdo contigo victoria. nadie resuelve,2020-08-28,23:20:00,n,carrousel
20200820,Pamela Yañez,0,"supeeeer mal su servicio tengo días solicitando su apoyo para el seguimiento de un folio que levante porque uno de sus cajeros se trago un depósito, me fue negada la aclaración, les envié el ticket que me dio su cajero y nada solo me traen vuelta y vuelta. sus asesores no tienen autorizaciones las llamadas se cortan porque por la contingencia no hay asesores en sucursales es por teléfono de qué se trata? su cajero fallo y yo tengo que esperar? quien me va a resolver?",2020-08-28,23:20:00,n,falla_atm
20200820,Imelda Lorena Dej,0,esta abierto el salon beyond citibanamex en jalisco ?,2020-08-24,09:53:00,o,consulta
20200820,Taty Aranda,0,buenas tardes,2020-08-26,19:22:00,p,saludo
20200820,Gabriela Gutierrez Ramírez,0,"ojo el cajero de citibanamex forum buenavista cdmx da billetes falsos... y pues ni el banco ni nadie se hace responsable. tal cual, asalto con tu autorización... nat gutz",2020-08-26,11:56:00,n,falla_atm
20200820,Gabriela Gutierrez Ramírez,1,"citibanamex con gusto les escribo... sino me van a responder lo mismo que a mi hija... tenía 5 minutos de haber sacado el dinero del cajero (que por cierto solo da múltiplos de 500)... entró al banco, habló con el gerente. la única respuesta es que le retiraron el billete con un vs recibo que iban a enviar a banco de méxico. sin posibilidades de reembolso. en serio tiene caso que les escriba? mejor prevenir a los clientes. ",2020-08-27,18:18:00,n,falla_atm
20200820,Gabriela Gutierrez Ramírez,0,citibanamex si,2020-08-27,18:24:00,p,agradecimiento
20200820,Gabriela Gutierrez Ramírez,0,pero la respuesta es que si el billete resultara falso (lo cual así fue) no te regresan nada. qué sus cajeros automáticos no tienen un lector? además no entiendo porque solo tienen retiros de múltiplos de 500,2020-08-27,18:26:00,n,falla_atm
20200820,Gabriela Gutierrez Ramírez,0,"citibanamex se agradece la atención de contestar los mensajes, más agradecería que tuvieran control sobre los billetes que expenden sus cajeros automáticos. muy molesta y no me cansaré de comentar el apoyo que recibió mi hija y que seguramente no ha sido la única. saludos",2020-08-27,19:45:00,n,falla_atm
20200820,Maria Juana Vazquez,0,hola buenos dias un favor puedo pagar banamex targeta de credito en soriana,2020-09-02,09:52:00,o,consulta
20200820,Maria Juana Vazquez,0,maria juana vazquez donde,2020-09-02,09:53:00,o,replica
20200820,Maria Juana Vazquez,0,citibanamex gracias te agradesco,2020-09-02,10:58:00,p,agradecimiento
20200820,Maria Juana Vazquez,0,citibanamex igualmente,2020-09-02,11:50:00,p,agradecimiento
20200820,Maria Juana Vazquez,0,citibanamex gracias,2020-09-02,13:37:00,p,agradecimiento
20200820,YoYiss Lucyb,0,"no dan atención ni en sucursal, teléfono o correo, tiene meses que no me realizan una bonificación y cuando les explico por teléfono me cortan. ",2020-09-04,14:44:00,n,carrousel
20200820,YoYiss Lucyb,0,"citibanamex me he comunicado varias veces, si voy a la sucursal me dicen que no resuelven nada y que marque a los teléfonos. si marco me mandan a que les escriba por correo y cuando responden me dicen que les vuelva a marcar. ¿es un juego? estoy muy molesta con el pésimo servicio que dan y ni señales de que me resuelvan algo. ",2020-09-04,14:55:00,n,carrousel
20200820,Laura Galvan,0,una duda mi targeta del oxxo banamex se venció y tengo dinero en la targetae puden desir a donde puedo ir para recuperarlo?,2020-09-03,18:50:00,o,consulta
20200820,Laura Galvan,0,citibanamex gracias,2020-09-03,19:22:00,p,agradecimiento
20200820,Angie D Perez,0,laura galvan ola kisoera sabee si le resolvierln lo de la tarjeta,2020-09-05,10:45:00,o,replica
20200820,Laura Galvan,0,si amiga,2020-09-05,11:16:00,o,replica
20200820,Juand Fuentes,0,"citibanamex, hace una media hora estuve haciendo fila afuera de la sucursal de tangancícuaro michoacán cp 59750, después de unos 10 minutos de que varios usuarios estuvimos haciendo fila porque no había ningún letrero de que no estuvieran en servicio, sale la persona de la limpieza y a señas nos dice que no iban a atendernos. los usuarios preguntamos por qué pero la persona se regresa al interior sin darnos respuesta. después de otros 10 minutos de espera por una explicación, solo se acerca a la puerta uno de los ejecutivos a pegar una papeleta que decía: esta sucursal permanecerá cerrada el 27 de agosto . me parece una irresponsabilidad no dar explicaciones y salir a colocar una papeleta a la 1 de la tarde de que esa sucursal cerraría el día de hoy. espero sean más responsables. ",2020-08-27,14:17:00,n,no_sucursales
20200820,Juand Fuentes,0,citibanamex gracias por responder así lo haré. ,2020-08-27,15:10:00,p,agradecimiento
20200820,Angeles Reyes,1,"buen día citibanamex, a los cuántos meses resuelven los depósitos no aplicados a una tarjeta? llevó 3 meses esperando. gracias... aaah ya tengo número de folio, ya he llamado cuando se cumple la fecha del plazo y me vuelven a dar otra fecha nueva (45 días más de espera), haa también ya escribí a su correo, ese donde nomas' escuchan pero no resuelven, y sigo esperando mi depósito, casi $12mil pesos por cierto. haaaa también he querido dar seguimiento en su página de aclaraciones... pero creo que su. página no les está funcionando, pués ninguno de los 3 folios que tengo me han. funcionado. te agradezco darme mi dinero lo antes posible. ",2020-08-31,19:31:00,n,rec_reiterado
20200820,Angeles Reyes,0,"citibanamex el depósito fué en cajero automático, y lamentablemente no me han resuelto ningún folio, las fechas máximas de espera ya se cumplieron. ",2020-08-31,19:50:00,n,rec_reiterado
20200820,Maria M Mendoza Moreno,0,"buenas tarde tengo una reclamación de un cobro con tarjeta débito el 10 de mayo en una ferreteria el cobro se duplicó, por que el cajero me dijo que te tire la tarjeta antes, pero a mi me apareció en notificaciones me apareció la notificación 2 veces y me dijeron que en 2 meses y ya bastante 3 y no me resuelven nada. ",2020-09-03,15:48:00,n,cobro_indebido
20200820,Luz Michelle,0,"buenas tardes, qué número marco para afore banamex, quiero solicitar el apoyo por desempleo",2020-09-01,16:55:00,o,consulta
20200820,Luz Michelle,0,citibanamex no me contestas en ese número,2020-09-01,17:01:00,n,atencion_call
20200820,Bern Schz,0,"citibanamex: no me ha llegado el folio para el certificado 2x1 y en los teléfonos de atención a clientes del banco te contesta una grabacion en todas las opciones y esto vuelve muy deficiente todo, quién me puede ayudar al respecto? saludos",2020-09-01,13:54:00,n,atencion_call
20200820,Gabo Garduño,0,pésimo servicio! las únicas sucursales abiertas están atascadas,2020-08-28,15:52:00,n,no_sucursales
20200820,Gabo Garduño,0,"citibanamex escribí desde ayer y no he tenido respuesta y nos tienen a todos mojándonos afuera de sucursal por la lluvia. insisto, pésimo servicio",2020-08-28,15:56:00,n,no_sucursales
20200820,Rosy Ortega,0,"pues yo creo que no sirvio porque espere la reapertura para activar mi netkey personal, porque para el empresarial tardaron 2 meses, segun por estar cerrados y terminaron cambiándolo por otro, ahora que quiero uno personal es lo mismo...como 60 días para activarlo ",2020-08-26,15:39:00,n,no_sucursales
20200820,Blanca Cárdenas Morales,0,"buena tarde, quién me puede dar información sobre sus tarjetas de crédito?",2020-08-26,14:39:00,o,consulta
20200820,Blanca Cárdenas Morales,0,"gracias, ya revisé su portal pero hay información que no me queda muy clara, por cuestión de horarios no puedo asistir a una sucursal",2020-08-26,15:43:00,o,replica
20200820,Antonio Parra,0,"buenos dias. que sucursal esta abierta hoy sábado 29/08/20, he ido a varias en cdmx y estan cerradas me urge una por favor",2020-08-29,11:42:00,o,consulta
20200820,Rogelio Martínez,0,es mentira no estan abiertas ninguna de las que muestran como abiertas en el mapa,2020-08-29,11:40:00,n,no_sucursales
20200820,Alberto Mtz,0,hola buen día me hicieron un dep. en estados unidos y desde el viernes en la tarde y es la hora que no se ve reflejado en mi cuenta. que pasa?,2020-08-24,09:51:00,o,consulta
20200820,Laura Vargas,0,necesito un estado de cuenta me la pueden dar en cualquier sucursal ?,2020-08-30,21:44:00,o,consulta
20200820,Laura Vargas,0,citibanamex y si no tengo netkey ?,2020-08-30,23:06:00,o,consulta
20200820,Jorge Ruiz Velasco,0,hay alguna sucursal abierta en la cdmx el día sábado ?,2020-08-26,11:31:00,o,consulta
20200820,Angelica Moran,0,buenos días desde marzo he enviado mis datos para activar mi tarjeta y es la fecha q no me contestan,2020-08-31,15:50:00,n,entrega_tc
20200820,Maria Elena Villegas,0,disculpa mañana 1. ro habren los bancos?,2020-08-31,13:08:00,o,consulta
20200820,Edgar Vízar,0,"el peor servicio de todos los bancos de mexicali durante la pandemia. pésimo servicio para poder ser atendido en las sucursales, te hacen ir desde las 7:00 a. m. para que te entreguen un número de atención, que debido a las sucursales cerradas, termina siendo 4 o 5 horas mas tarde, no importa si es algo rápido lo que harás como cambiar un cheque o realizar un deposito, igual te hacen perder todo el día. ",2020-08-26,21:42:00,n,mala_atencion
20200820,Amado Martinez,0,"muy mal citibanamex, ofrecieron un apoyo que parecía muy bueno cuando inició la pandemia. en donde podíamos pedir una prórroga para los pagos de nuestros créditos y en la invitación decia: al término del programa no pagarás más de lo que pagas actualmente. y en ninguna parte decía que te cobrarían todas las mensualidades juntas. terminó mi aplazamiento y el siguiente pago era el 17 de septiembre. al día de hoy banamex tomó todo lo que tengo en mi cuenta y me está exigiendo además un pago de casi 15 mil pesos en una sola exhibición. cual fue la ayuda?",2020-09-04,18:26:00,n,fraccionamiento
20200820,Solmaria Lunita Rodríguez,0,hola buenas tardes soy de xalapa a que numero puedo hablar para hacer un reporte,2020-08-31,14:45:00,o,consulta
20200820,Taty Aranda,0,dónde puedo poner una queja por abusos de los ejecutivos de aforé banamex yucatán,2020-08-26,19:25:00,n,mala_atencion
20200820,Gis Glez Aguilar,0,"alguien que me pueda atender, llamo y no me dan la opción que necesito, entro a otro servicio y les digo lo que necesito y me cuelgan, fui a sucursal y solo puedo hacerlo por llamada me dicen, alguna ayuda?",2020-08-28,19:25:00,n,carrousel
20200820,Mp Fa,1,gis glez aguilar intenta con este número 800 888 9877 opción 1,2020-08-29,13:11:00,o,replica
20200820,Cristian Audi,0,"banco fraudulento, no caigan en sus promociones de reembolsos de bonificaciones por que no las pagan aunque si cumplan con las condiciones!!! profeco",2020-08-27,14:30:00,n,critica
20200820,Laush EV,0,"llevo desde julio tratando de reportar cargos no reconocidos y ya sea la grabación o el agente me cuelga, llevo miles de llamadas y nada, bloquee la tarjeta en bancanet y aun asi me siguen llegando cargos. es imposible reportarlos, mientras estoy pagando lo que no he gastado por su mal servicio. hay forma que se comuniquen conmigo para reportarlos????",2020-08-26,13:05:00,n,cobro_indebido
20200820,Pio Bonilla,0,me informa por favor busco city banamex que está por las animas por la plaza el triángulo me daría la dirección exacta?,2020-09-02,11:55:00,o,consulta
20200820,Faby Marin Martinez,0,"buenas tardes, hice una transferencia a una tarjeta de otro banco el domingo y aun no aparece, cuantas horas tarda ese proceso, por favor?",2020-08-25,16:55:00,o,consulta
20200820,Teresa Romo,0,"no es posible acudir a su banco debido a que no abren los dias sábados, me urge que me atiendan y en su teléfono cuelgan que puedo hacer?",2020-08-26,19:29:00,o,consulta
20200820,Teresa Romo,0,si necesito que me atiendan por una compra que hice me urge,2020-08-26,19:33:00,o,consulta
20200820,Omars Jack,0,aparece número de cliente o clave de acceso incorrecto y tengo todo bien incluso ya estaba grabado,2020-08-26,20:03:00,o,consulta
20200820,Teresa Romo,0,no contestan solo una grabacion y luego cuelgan,2020-08-26,21:33:00,n,atencion_call
20200820,Teresa Romo,0,"citibanamex urge que abran los sabados ya que las personas que trabajamos no podemos acudir al banco y no solucionan nada por teléfono, esto hace que haya mucho mas gente en sucursal",2020-08-26,21:47:00,n,no_sucursales
20200820,Naye Cortes,1,20 llamadas a su línea y cortan las llamadas y no es posible que no me pueden decir porque está un saldo pendiente,2020-08-25,12:44:00,n,atencion_call
20200820,Devi Fierro Vergara,2,gio noriega checa los comentarios la neta este banco no valen mejor este descartarlo busca las pagainas como esta d los otros bancos aver si alguno es más competente que este. yo no se para q se alquilan si no pueden,2020-08-26,16:49:00,n,critica
20200820,Gio Noriega,0,devi fierro vergara y vieras como me lo an recomendado,2020-08-26,16:49:00,o,replica
20200820,Irma Treviño,0,como saber en donde está mi tarjeta nueva de citibanamex costco ya que se vence en agosto no me contestan en el telefono 8000212300,2020-08-26,14:48:00,n,atencion_call
20200820,Luis Cordero,0,hola!! ¿en que horario están trabajando sus sucursales? la sucursal de chedrahui anfora usualmente se encuentra cerrada,2020-08-24,16:03:00,o,consulta
20200820,Blanki Olverita Hernandez,0,hola disculpa la sucursal de citi banamex de tx cuando la abren,2020-08-23,14:27:00,o,consulta
20200820,Judi Sun,0,error 2531 a que se refiere alguna ayuda???,2020-08-31,21:09:00,o,consulta
20200820,Rose Roses,0,cuando abrirán la sucursal de cunduacan tabasco?,2020-09-01,20:50:00,o,consulta
20200820,Jehinson Daniel,3,y el concierto de morat !?,2020-08-21,18:20:00,o,consulta
20200820,Hernandez Joseph,0,el afore citibanamex de plaza obelisco en saltillo ya está abierto al público??,2020-08-22,19:50:00,o,consulta
20200820,Jeremy Steeven,0,la transmisión de morat es internacional o sólo para mexico?,2020-08-21,18:10:00,o,consulta
20200820,Shely Camacho,0,jeremy ando en lo mismo no puedo encontrar la transmisión pero otros ya lo están viendo,2020-08-21,18:12:00,o,replica
20200820,Cris Yadira R'q,0,jeremy steeven pregunto lo mismo,2020-08-21,18:12:00,o,replica
20200820,Cris Yadira R'q,0,como lo ven ?,2020-08-21,18:12:00,o,consulta
20200820,Miguel Angel Martinez,0,me puede decir que sucursal se encuentra abierto hoy en apodaca sanicolas o escobedo nuevo leon,2020-08-22,12:13:00,o,consulta
20200820,Taty Aranda,0,y si le preguntas a los ejecutivos te cierran la puerta en la cara diciéndote que tienes q esperar y ya casi para cerrar te dicen q no hay sistema y que vuelvas otro dia,2020-08-26,19:30:00,n,mala_atencion
20200820,Josue Olivares Zumaya,1,"a ver banamex, fui a una sucursal en tampico, no tengo cuenta con ustedes, y ni me interesa. quiero cobrar in deposito, un dinero, no tengo ine, pero tengo pasaporte vigente, cedula profecional, y me dicen que eso no es doc. oficial, que ellos quieren el ine, les importa mas una tarjeta para votar que un pasaporte vigente?? que una cedula profesional?? es en verdad?? ok asi como ustedes estan deteniendo mi dinero les voy a cobrar el 0. 05% de interes, ya que no me lo quieren dar y lo estan poniendo en inversion. ",2020-08-26,13:18:00,o,consulta
20200820,Héroe De Leyenda,0,"tío banamex, cuántas compras tengo que realizar y de cuanto la cantidad mínima para que no me cobren comisión cada mes? gracias. ",2020-09-03,18:47:00,o,consulta
20200820,Alberto Mendoza,0,"muy mal. bancanet no da los movimientos actualizados, tiene retraso de 2 a 5 días y por teléfono según no atienden eso por contingencia. pesimo servicio",2020-09-04,13:43:00,n,fallas_sistema
20200820,Orev Miguel,0,hola me podrian decir cuánto es el monto máximo que puedo transferir ami tarjeta de débito,2020-08-22,17:58:00,o,consulta
20200820,Taty Aranda,0,no es posible que tengas que llegar desde 4 dela mañana para tramitar tu apoyo de aforé y te tengan hasta las 3 de la tarde y te digan q no tienen sistema,2020-08-26,19:28:00,n,fallas_sistema
20200820,Vero Minakata,0,"buen día, como puedo tener contacto con un ejecutivo para un cargo en tdc platinum, en las líneas telefónicas no deja contactar a nadie",2020-09-01,12:20:00,n,atencion_call
20200820,Maria Guadalupe Abdelrrague Serrano,1,"para conocimiento del público en general, ya se encuentra abierta la sucursal de banamex de la avenida gobernadores, con todos los servicios. ",2020-09-03,19:56:00,o,consulta
20200820,Renata De Alba,0,el peor servicio es el de banamex !,2020-08-26,18:08:00,n,critica
20200820,Laura Hernandez,0,buen día! porque no hay servicio en los cajeros de town center nicolas romero? llevan 15 dias así,2020-09-05,14:19:00,n,falla_atm
20200820,Marcela Martinez,0,buen dia. cuales son los requisitos para abrir una cta?,2020-09-01,11:23:00,o,consulta
20200820,Missett Azulita,0,que sucursales abren los sábados?,2020-08-31,12:16:00,o,consulta
20200820,Sandra On Toy,0,donde puedo pedir aclaraciones de transfer pues por telefono no contestan y watts no puediron ayudarme,2020-08-25,23:41:00,n,carrousel
20200820,Jeessuuss Guuttiieerreezz,0,abriran los sabados ?,2020-09-02,21:38:00,o,consulta
20200820,Missett Azulita,0,como doy de baja una portabilidad,2020-08-31,12:21:00,o,consulta
20200820,GE FA,0,cansada de que me llamen de parte de citibanamex para ofrecerme una tarjeta que ya tengo. me dan ganas de cancelarla. yo no autoricé para que compartieran mis datos. ,2020-08-25,22:58:00,n,no_desea
20200820,Mark Roman,0,"pesimo servicio con mi afore, te tratan mal te dan mal la informacion y tal parece que no quieren que retires tu dinero por desempleo",2020-08-26,19:15:00,n,mala_atencion
